,Source,Text,Category,Date,Explanation,Label
5372,Ted Strickland,"""It was (Rob Portman’s) job to stop China’s illegal dumping of steel. He failed, looked the other way, did nothing.""",Ohio,"Friday, April 1st, 2016",Let's dump casual use of 'dumping',False
5373,Chris Larson,"Says Chris Abele ""has had five years and he’s done nothing"" about the Estabrook Dam.",Wisconsin,"Friday, April 1st, 2016",It hasn't exactly been crickets,False
5374,Hillary Clinton,"Says Donald Trump ""wants us to pull out of NATO.""",Wisconsin,"Thursday, March 31st, 2016",His statements haven't gone that far,Mostly False
5375,Peter Kinder,"""Youth unemployment in minority communities is about 40 to 45 percent.""",Missouri,"Thursday, March 31st, 2016",Description largely fits,Mostly True
5376,Donald Trump,Says Ted Cruz distributed the ad showing a nude Melania Trump on a rug.,National,"Thursday, March 31st, 2016",Not the naked truth,False
5377,Viral media reports,"Emory University students were provided counseling after someone wrote ""Trump 2016"" in chalk on campus.",Georgia,"Thursday, March 31st, 2016",Chalk this one up to bad information,Mostly False
5378,Rick Scott,"""Florida is investing record amounts of funding for HIV/AIDS prevention.""",Florida,"Thursday, March 31st, 2016",Federal funding for a growing problem,Mostly False
5379,Pat McCrory,"Despite the passage of HB2, ""towns, cities and counties in North Carolina are still allowed to set stricter non-discrimination policies for their own employees if they choose.""",North Carolina,"Thursday, March 31st, 2016",City leaders and lawyers aren't convinced,Half-True
5380,Ted Cruz,"""The EPA has tried to define a puddle or a drainage ditch on your farm to be navigable waters and thus subject to massive environmental regulations.""",Florida,"Thursday, March 31st, 2016",Time to ditch this talking point,Mostly False
5381,JoAnne Kloppenburg,"Says the GOP is ""helping pay for"" Justice Rebecca Bradley's campaign and ""she recently skipped court to attend an event paid for"" by Scott Walker's ""lobbyist friends.""",Wisconsin,"Wednesday, March 30th, 2016",'Skipped court' is exaggeration,Mostly True
5382,Catherine Hanaway,"""The barber regulation here in Missouri is 10,000 words long….the book of Revelation is (also) 10,000 words long.""",Missouri,"Wednesday, March 30th, 2016","Actually, the regulations are even longer",True
5383,Pat McCrory,"""We have not taken away any rights that have currently existed in any city in North Carolina"" with the passage of HB2.",North Carolina,"Wednesday, March 30th, 2016",Lawyers say it changes a lot,False
5384,Donald Trump,"Says that when Michelle Fields ""found out that there was a security camera, and that they had her on tape, all of a sudden that story changed.""",National,"Wednesday, March 30th, 2016",A consistent story,Pants on Fire!
5385,Donald Trump,"""There’s a tremendous tax that we pay when we (American businesses) go into China, whereas when China sells to us there’s no tax.""",National,"Wednesday, March 30th, 2016",Not entirely clear what he's trying to say,Mostly False
5386,Donald Trump,"Wisconsin’s ""effective"" unemployment rate is 20 percent.",Wisconsin,"Wednesday, March 30th, 2016",Highest unemployment measure less than half that,False
5387,Tim Canova,"""After taking hundreds of thousands of dollars from Goldman Sachs and other Wall Street banks, (Debbie Wasserman Schultz) has voted to prevent the Consumer Financial Protection Bureau from regulating payday loans and addressing racial discrimination in car loans.""",Florida,"Wednesday, March 30th, 2016",An attack from fellow Dem on payday loans,Mostly True
5388,Hillary Clinton,"When it comes to fighting terrorism, ""Another thing we know that does not work, based on lots of empirical evidence, is torture.""",National,"Wednesday, March 30th, 2016","All pain, little gain",True
5389,Jim Kenney,"""Big soda has a lot of money. They make a lot of profit off their product and they market in neighborhoods that suffer from these very things that we’re trying to cure.""",Pennsylvania,"Wednesday, March 30th, 2016",Soda is still a moneymaker,True
5390,Rebecca Bradley,"Says JoAnne Kloppenburg ""has told us she thinks it's her job to promote a more equal society.""",Wisconsin,"Tuesday, March 29th, 2016","Yes, but more to it than that",Mostly True
5391,Hillary Clinton,"""It’s actually easier for the United States to get flight manifests from E.U. nations than it is for E.U. nations to get them from their own neighbors, thanks to an agreement the U.S. negotiated when I was secretary of state.""",National,"Tuesday, March 29th, 2016",Different policies,Mostly True
5392,Michael Roberson,"Nevada lawmakers ""permanently cut taxes for over 95 percent of Nevada’s businesses.""",Nevada,"Tuesday, March 29th, 2016",Taxes actually increased in 2015,False
5393,Tim Finchem,"""Austin’s the fastest-growing city in the country the last five years.""",Texas,"Tuesday, March 29th, 2016",Stacked slackers,Mostly True
5394,Mark Herring,"""Since 1900, six (U.S. Supreme Court) justices have been confirmed during election years, including Justice Anthony Kennedy, who was confirmed in the final year of the Reagan Administration.""",Virginia,"Tuesday, March 29th, 2016",Right number,True
5395,Chris Abele,"An image in a Chris Abele TV ad depicts ""wealthy citizens"" who would benefit from a ""lake"" created by the controversial Estabrook Dam.",Wisconsin,"Monday, March 28th, 2016","Nice lake, but nothing we've seen around here before",Pants on Fire!
5396,Pat McCrory,"""Will (HB2) threaten federal funding for public schools under Title IX? No, according to a federal court which has looked at a similar issue.""",North Carolina,"Monday, March 28th, 2016",One judge's opinion is not federal policy,Half-True
5397,Grover Norquist,"Under Hillary Clinton, State Department ""officials were sending official thank-yous to people who gave to the Clinton Foundation.""",PunditFact,"Monday, March 28th, 2016","Emails show coordination, but not that much",False
5398,Matt McCall,"""During three and a half years of campaigning,"" Lamar Smith ""has never once appeared at a moderated debate to defend his positions on the issues.""",Texas,"Monday, March 28th, 2016",Smith touts a non-debate,True
5399,Stephen Zappala,"Stephen Zappala is ""the only DA in our state to convict an on-duty police officer of criminal homicide.""",Pennsylvania,"Monday, March 28th, 2016",He got this one on a technicality.,Half-True
5400,Democratic Congressional Campaign Committee,"Congressman Jeff Denham ""has agreed all illegal immigrants should be detained, arrested and deported.""",California,"Sunday, March 27th, 2016",California congressman not considered a hard-liner on immigration,Mostly False
5401,Coalition To Save Memorial Hospital Birthing Center,"""This unit is the only one in the state that strives to implement the principles of Mother-Friendly care as outlined by the national Coalition for Improving Maternity Services Mother-Friendly Childbirth Initiative.""",Rhode Island,"Friday, March 25th, 2016",They all say they're striving.,False
5402,Vicky Hartzler,"""We have less Americans working now than in the ’70s.""",Missouri,"Friday, March 25th, 2016",A misleading analysis,Mostly False
5403,Sid Miller,"Says Barack Obama was happily photographed holding a T-shirt with revolutionary Ernesto ""Che"" Guevara’s face on it.",Texas,"Friday, March 25th, 2016",Phony to a T,Pants on Fire!
5404,Rebecca Bradley,"Says her representation of an ex-boyfriend ""who was then my friend"" in a family law case is ""something that lawyers do on a regular basis.""",Wisconsin,"Friday, March 25th, 2016",Available evidence indicates it's rare,False
5405,Hillary Clinton,"Congress will begin its recess ""without having allocated one penny"" to fight Zika.",Global News Service,"Thursday, March 24th, 2016",No new dollars,Mostly True
5406,Terry McAuliffe,"""Virginia now is the number one exporter of (agricultural) products to Cuba. We have now jumped to number one.""",Virginia,"Thursday, March 24th, 2016",Millions of dollars in soybeans,True
5407,Bernie Sanders,"""Bernie Sanders passed more roll call amendments in a Republican Congress than any other member.""",National,"Thursday, March 24th, 2016",Bernie takes the crown,True
5408,Bernie Sanders,"""The Trans-Pacific trade deal could cost America 448,000 more jobs.""",Ohio,"Thursday, March 24th, 2016",That's one estimate -- a high one,Half-True
5409,Bill Clinton,"""80 percent of the American people haven’t gotten a pay raise since the crash.""",Arizona,"Thursday, March 24th, 2016","Wages up, but overall income down",Mostly True
5410,Paul Ryan,"""To this day, (the Cuban government) is a regime that provides safe harbor to terrorists and fugitives.""",National,"Thursday, March 24th, 2016",Remnants of the Cold War,Mostly True
5411,Donald Trump,"""Out of 67 counties (in Florida), I won 66, which is unprecedented. It's never happened before.""",Florida,"Thursday, March 24th, 2016",Open dictionary. Look up 'unprecedented',Pants on Fire!
5412,Gayle Smith,"(Since 1990) ""every continent has seen substantial gains, with individual incomes growing by more than a third in every region of the developing world.""",Global News Service,"Thursday, March 24th, 2016",By the most common measure,Mostly True
5413,Donald Trump,"""When those restrictions expire (in the Iran nuclear deal), Iran will have an industrial-size military nuclear capability ready to go.""",National,"Thursday, March 24th, 2016",People who have read the deal say otherwise,False
5414,Greg Abbott,"Texas ""had the highest level of turnout than ever before in the primary.""",Texas,"Thursday, March 24th, 2016","Higher turnout in, lo, 2008",Half-True
5415,Romney allies,"Mitt Romney did not ""endorse"" Ted Cruz, even though he said he is voting for Cruz and urged others to do likewise.",Georgia,"Wednesday, March 23rd, 2016",When is an endorsement not an endorsement but really is an endorsement,Half-True
5416,Bernie Sanders,"""Today, the United States has, sadly, one of the lowest voter turnouts of any major country on earth.""",California,"Wednesday, March 23rd, 2016","Our voter turnout rates are bad, but there's a big caveat",Mostly True
5417,Gayle Smith,"""Over the last 30 years, extreme poverty has been cut in half.""",Global News Service,"Wednesday, March 23rd, 2016",World Bank data says it's actually more than half,Mostly True
5418,Ted Cruz,"""Ukraine voluntarily gave up its nuclear weapons because the United States of America"" said it would ""ensure (its) territorial integrity from Russia.""",National,"Wednesday, March 23rd, 2016",U.S. was careful not to guarantee anything,False
5419,Gina Hinojosa,"""Texas has a higher incarceration rate than Russia or Iran.""",Texas,"Wednesday, March 23rd, 2016",Imperfectly comparable,Mostly True
5420,Wisconsin Alliance for Reform,"Says Judge JoAnne Kloppenburg agreed to use a technicality to give a convicted sex offender a new hearing because ""he didn’t understand the charge.""",Wisconsin,"Tuesday, March 22nd, 2016",Far more complicated,Mostly False
5421,Donald Trump,"""During the last five years, Iran has perpetrated terror attacks in 25 different countries on five continents.""",National,"Tuesday, March 22nd, 2016","Confuses ""attacks"" with ""activity""",Half-True
